timestamp,BID_close,BID_high,BID_volume,BID_open,BID_low,CTG_low,CTG_volume,CTG_open,CTG_high,CTG_close,VCB_high,VCB_volume,VCB_low,VCB_close,VCB_open,VPB_high,VPB_volume,VPB_open,VPB_close,VPB_low,EIB_high,EIB_open,EIB_low,EIB_close,EIB_volume,HDB_high,HDB_volume,HDB_open,HDB_close,HDB_low,MBB_volume,MBB_open,MBB_close,MBB_low,MBB_high,STB_high,STB_volume,STB_low,STB_close,STB_open,ACB_close,ACB_volume,ACB_open,ACB_high,ACB_low,TCB_close,TCB_volume,TCB_high,TCB_low,TCB_open
2020-02-19,29913.376953125,30379.861328125,638389.0,30321.55078125,29855.06640625,18582.1796875,9814975.0,18582.1796875,18859.525390625,18720.853515625,59391.25,480733.0,59059.453125,59391.25,59059.453125,,,,,,11484.2392578125,11418.2373046875,11385.236328125,11418.2373046875,38089.0,8052.697265625,6470415.0,8052.697265625,8010.5361328125,7898.10791015625,11478526.0,8827.7646484375,8766.8828125,8726.2958984375,8848.0576171875,,,,,,9790.3154296875,13678696.0,9864.7666015625,9939.2177734375,9641.4130859375,11825.0,4401380.0,11850.0,11725.0,11800.0
2020-02-20,29913.376953125,30321.55078125,948041.0,30263.240234375,29855.06640625,18478.17578125,12996214.0,18963.53125,19206.208984375,18651.517578125,59988.48046875,972588.0,59192.171875,59391.25,59523.96875,,,,,,11517.2392578125,11517.2392578125,11352.236328125,11352.236328125,399733.0,8052.697265625,4070846.0,8024.58984375,7982.42919921875,7954.322265625,15040293.0,8848.0576171875,8787.1767578125,8766.8828125,8888.6455078125,,,,,,9827.541015625,15523528.0,9790.3154296875,10050.89453125,9715.8642578125,11750.0,5901900.0,11950.0,11650.0,11850.0
2020-02-21,28863.78515625,29913.376953125,4491492.0,29913.376953125,28426.455078125,17784.810546875,17414451.0,18582.1796875,18651.517578125,17923.484375,59391.25,1532347.0,59059.453125,59059.453125,59391.25,,,,,,11418.2373046875,11418.2373046875,11154.232421875,11418.2373046875,1356138.0,8066.75048828125,4246460.0,7968.37548828125,7982.42919921875,7926.21484375,23246258.0,8807.470703125,8604.533203125,8584.2392578125,8807.470703125,,,,,,9566.9619140625,17015475.0,9269.158203125,9901.9921875,9269.158203125,11550.0,6091760.0,11850.0,11550.0,11700.0
2020-02-24,26997.841796875,28455.609375,1854220.0,28105.74609375,26997.841796875,16883.435546875,18341249.0,17403.458984375,17611.46875,16918.103515625,58395.8671875,1583674.0,57068.6875,57864.9921875,57068.6875,,,,,,11418.2373046875,11418.2373046875,10890.2265625,11352.236328125,122103.0,7884.05419921875,8277714.0,7870.00048828125,7659.19677734375,7659.19677734375,29906425.0,8401.5966796875,8158.07177734375,8158.07177734375,8442.18359375,,,,,,8934.1279296875,27811930.0,9492.51171875,9529.736328125,8859.6767578125,10750.0,16367140.0,11375.0,10750.0,11375.0
2020-02-25,28455.609375,28455.609375,1506773.0,26239.8046875,26239.8046875,16883.435546875,14082194.0,16918.103515625,18096.82421875,18096.82421875,57732.27734375,1852847.0,56935.96875,57201.40625,57068.6875,,,,,,11451.23828125,10890.2265625,10890.2265625,11352.236328125,9163384.0,7884.05419921875,14158353.0,7588.92919921875,7870.00048828125,7574.87548828125,29384491.0,8117.484375,8442.18359375,8056.60302734375,8442.18359375,,,,,,9343.609375,30838669.0,8748.0009765625,9343.609375,8599.0986328125,11100.0,6473800.0,11125.0,10400.0,10500.0
2020-02-26,27406.017578125,28164.056640625,1074158.0,27755.880859375,27318.55078125,17611.46875,9339569.0,17715.474609375,18166.162109375,17888.814453125,57068.6875,1852425.0,55741.5078125,56405.09765625,57068.6875,,,,,,11418.2373046875,11352.236328125,11220.2333984375,11385.236328125,690091.0,7940.2685546875,5266522.0,7785.67919921875,7785.67919921875,7687.30419921875,12771512.0,8259.5400390625,8320.421875,8259.5400390625,8482.771484375,,,,,,9157.4814453125,24336314.0,9306.3837890625,9343.609375,9045.8046875,11175.0,4487000.0,11250.0,10800.0,10875.0
2020-02-27,27464.328125,27814.19140625,1239360.0,27406.017578125,27085.30859375,17750.142578125,8786973.0,17854.146484375,18166.162109375,18166.162109375,56139.66015625,3034978.0,55011.55859375,55741.5078125,55741.5078125,,,,,,11418.2373046875,11220.2333984375,11220.2333984375,11418.2373046875,365279.0,7898.10791015625,5488495.0,7799.73291015625,7870.00048828125,7771.62548828125,9968894.0,8340.71484375,8482.771484375,8300.1279296875,8482.771484375,,,,,,9492.51171875,14263836.0,9008.5791015625,9492.51171875,9008.5791015625,11375.0,6526060.0,11375.0,11100.0,11175.0
2020-02-28,26531.357421875,27056.15234375,1667480.0,26822.91015625,26268.958984375,17334.123046875,11531285.0,17680.806640625,18062.15625,17854.146484375,55343.35546875,3330493.0,53153.5078125,54679.765625,53153.5078125,,,,,,11418.2373046875,11253.234375,11154.232421875,11352.236328125,35842420.0,7813.7861328125,4322882.0,7743.5185546875,7813.7861328125,7645.1435546875,17615474.0,8320.421875,8279.833984375,8259.5400390625,8421.8896484375,,,,,,9380.8349609375,16813032.0,8561.873046875,9418.060546875,8561.873046875,11125.0,4866300.0,11200.0,10925.0,11000.0
2020-03-02,26327.26953125,26764.599609375,974589.0,26764.599609375,26239.8046875,17611.46875,7058288.0,17992.8203125,18062.15625,17680.806640625,54547.046875,1415965.0,53949.81640625,54281.61328125,54082.53515625,,,,,,11748.244140625,11187.232421875,11187.232421875,11682.2431640625,2067002.0,7870.00048828125,10122121.0,7785.67919921875,7785.67919921875,7701.35791015625,12309496.0,8320.421875,8401.5966796875,8300.1279296875,8442.18359375,,,,,,9380.8349609375,10287398.0,9083.0302734375,9492.51171875,9083.0302734375,11250.0,5134700.0,11325.0,11050.0,11200.0
2020-03-03,27347.70703125,27843.34765625,1743933.0,27289.396484375,26647.978515625,17992.8203125,13819720.0,18166.162109375,18686.185546875,18339.501953125,55409.71484375,1407903.0,54547.046875,54547.046875,55409.71484375,,,,,,11715.244140625,11385.236328125,11385.236328125,11550.240234375,182737.0,7954.322265625,9035102.0,7870.00048828125,7785.67919921875,7757.572265625,16132149.0,8543.65234375,8482.771484375,8442.18359375,8584.2392578125,,,,,,9529.736328125,17097680.0,9529.736328125,9641.4130859375,9418.060546875,11250.0,5210040.0,11500.0,11250.0,11425.0
2020-03-04,26910.376953125,27406.017578125,1168481.0,27406.017578125,26764.599609375,18027.48828125,6616514.0,18235.498046875,18339.501953125,18339.501953125,54414.328125,910999.0,53750.73828125,54215.25390625,54414.328125,,,,,,11649.2421875,11649.2421875,11352.236328125,11550.240234375,4069293.0,7940.2685546875,10765942.0,7785.67919921875,7912.1611328125,7785.67919921875,12210846.0,8442.18359375,8421.8896484375,8361.0087890625,8462.4775390625,,,,,,9604.1875,13560248.0,9529.736328125,9604.1875,9418.060546875,11275.0,3873240.0,11300.0,11100.0,11175.0
2020-03-05,27201.9296875,27551.794921875,1496483.0,27143.619140625,27114.46484375,18131.4921875,9407209.0,18582.1796875,18616.84765625,18131.4921875,55476.07421875,1361775.0,54547.046875,55144.27734375,54547.046875,,,,,,11682.2431640625,11451.23828125,11055.2294921875,11418.2373046875,1357531.0,8052.697265625,4214902.0,7940.2685546875,7870.00048828125,7799.73291015625,11117257.0,8482.771484375,8381.302734375,8381.302734375,8503.064453125,,,,,,9529.736328125,16107706.0,9678.638671875,9827.541015625,9455.2861328125,11150.0,4198160.0,11425.0,11150.0,11275.0
2020-03-06,27318.55078125,27493.482421875,953494.0,26531.357421875,26531.357421875,17646.13671875,7807345.0,17888.814453125,18062.15625,17888.814453125,56869.609375,1716376.0,54414.328125,56073.3046875,55077.91796875,,,,,,11484.2392578125,11484.2392578125,11121.2314453125,11352.236328125,932646.0,7870.00048828125,2562262.0,7841.8935546875,7870.00048828125,7729.46484375,10428003.0,8320.421875,8381.302734375,8279.833984375,8401.5966796875,,,,,,9418.060546875,10638497.0,9492.51171875,9492.51171875,9343.609375,11025.0,17079840.0,11100.0,10900.0,11100.0
2020-03-09,25423.455078125,26064.87109375,1618948.0,25481.765625,25423.455078125,16640.7578125,15639324.0,16710.095703125,17126.11328125,16640.7578125,53684.3828125,2144398.0,52158.125,52158.125,52423.5625,,,,,,11319.2353515625,10626.220703125,10626.220703125,11220.2333984375,207404.0,7546.7685546875,5734482.0,7532.71484375,7321.9111328125,7321.9111328125,32718162.0,7934.8408203125,7813.07861328125,7813.07861328125,8076.89697265625,,,,,,8673.5498046875,45146965.0,9194.70703125,9194.70703125,8561.873046875,10275.0,17923166.0,10500.0,10275.0,10325.0
2020-03-10,24723.7265625,25656.697265625,2343000.0,24782.037109375,24082.30859375,16051.3984375,16136278.0,16640.7578125,17368.791015625,16987.44140625,53020.79296875,3416630.0,50034.640625,53020.79296875,51759.97265625,,,,,,11220.2333984375,10692.22265625,10692.22265625,11187.232421875,4281926.0,7490.55419921875,8889799.0,7040.83984375,7251.6435546875,7026.7861328125,17453184.0,7671.02294921875,7772.4912109375,7610.1416015625,7934.8408203125,,,,,,9008.5791015625,20368880.0,8561.873046875,9231.9326171875,8524.6474609375,10350.0,24315720.0,10500.0,10050.0,10200.0
2020-03-11,23003.560546875,25365.14453125,2610207.0,25365.14453125,23003.560546875,15843.388671875,12810584.0,17195.451171875,17334.123046875,16086.06640625,53352.5859375,3008727.0,49371.05078125,51096.3828125,53352.5859375,,,,,,11187.232421875,11187.232421875,10494.21875,11088.23046875,301023.0,7307.85791015625,4821476.0,7307.85791015625,6886.25048828125,6745.71484375,21926936.0,7894.25341796875,7386.91064453125,7265.1484375,7914.54736328125,,,,,,8710.775390625,21615326.0,9045.8046875,9083.0302734375,8561.873046875,9650.0,12253100.0,10475.0,9650.0,10400.0
2020-03-12,21400.017578125,21983.125,2625830.0,21429.173828125,21400.017578125,14976.6826171875,16370916.0,15254.0283203125,15531.375,15115.35546875,48442.0234375,2414745.0,47579.359375,47579.359375,47778.43359375,,,,,,11055.2294921875,10626.220703125,10329.21484375,11022.2294921875,369779.0,6787.87548828125,7750518.0,6787.87548828125,6408.42919921875,6408.42919921875,39381306.0,7062.21142578125,6879.56787109375,6879.56787109375,7143.38623046875,,,,,,8226.8427734375,29851254.0,8561.873046875,8561.873046875,8003.48974609375,8975.0,10330320.0,9250.0,8975.0,9000.0
2020-03-13,20408.736328125,21400.017578125,3996333.0,19913.095703125,19913.095703125,14075.30859375,15202196.0,14213.9814453125,15531.375,15219.3603515625,48442.0234375,2953257.0,44261.41015625,47114.84765625,44261.41015625,,,,,,10989.228515625,10263.2138671875,10263.2138671875,10824.2255859375,26239271.0,6591.12548828125,16260702.0,5972.7685546875,6464.6435546875,5972.7685546875,32601942.0,6433.1064453125,6940.44921875,6412.8125,7265.1484375,,,,,,8189.61767578125,24647691.0,8003.48974609375,8375.7451171875,7631.234375,9125.0,26273580.0,9275.0,8350.0,8350.0
