timestamp,BID_low,BID_open,BID_close,BID_high,BID_volume,CTG_open,CTG_low,CTG_close,CTG_volume,CTG_high,VCB_low,VCB_open,VCB_volume,VCB_high,VCB_close,VPB_low,VPB_open,VPB_volume,VPB_close,VPB_high,EIB_open,EIB_low,EIB_close,EIB_volume,EIB_high,HDB_open,HDB_low,HDB_close,HDB_volume,HDB_high,MBB_low,MBB_open,MBB_volume,MBB_close,MBB_high,STB_low,STB_open,STB_volume,STB_close,STB_high,ACB_high,ACB_low,ACB_close,ACB_open,ACB_volume,TCB_close,TCB_open,TCB_low,TCB_volume,TCB_high
2020-02-19,29855.06640625,30321.55078125,29913.376953125,30379.861328125,638389.0,18582.1796875,18582.1796875,18720.853515625,9814975.0,18859.525390625,59059.453125,59059.453125,480733.0,59391.25,59391.25,,,,,,11418.2373046875,11385.236328125,11418.2373046875,38089.0,11484.2392578125,8052.697265625,7898.10791015625,8010.5361328125,6470415.0,8052.697265625,8726.2958984375,8827.7646484375,11478526.0,8766.8828125,8848.0576171875,,,,,,9939.2177734375,9641.4130859375,9790.3154296875,9864.7666015625,13678696.0,11825.0,11800.0,11725.0,4401380.0,11850.0
2020-02-20,29855.06640625,30263.240234375,29913.376953125,30321.55078125,948041.0,18963.53125,18478.17578125,18651.517578125,12996214.0,19206.208984375,59192.171875,59523.96875,972588.0,59988.48046875,59391.25,,,,,,11517.2392578125,11352.236328125,11352.236328125,399733.0,11517.2392578125,8024.58984375,7954.322265625,7982.42919921875,4070846.0,8052.697265625,8766.8828125,8848.0576171875,15040293.0,8787.1767578125,8888.6455078125,,,,,,10050.89453125,9715.8642578125,9827.541015625,9790.3154296875,15523528.0,11750.0,11850.0,11650.0,5901900.0,11950.0
2020-02-21,28426.455078125,29913.376953125,28863.78515625,29913.376953125,4491492.0,18582.1796875,17784.810546875,17923.484375,17414451.0,18651.517578125,59059.453125,59391.25,1532347.0,59391.25,59059.453125,,,,,,11418.2373046875,11154.232421875,11418.2373046875,1356138.0,11418.2373046875,7968.37548828125,7926.21484375,7982.42919921875,4246460.0,8066.75048828125,8584.2392578125,8807.470703125,23246258.0,8604.533203125,8807.470703125,,,,,,9901.9921875,9269.158203125,9566.9619140625,9269.158203125,17015475.0,11550.0,11700.0,11550.0,6091760.0,11850.0
2020-02-24,26997.841796875,28105.74609375,26997.841796875,28455.609375,1854220.0,17403.458984375,16883.435546875,16918.103515625,18341249.0,17611.46875,57068.6875,57068.6875,1583674.0,58395.8671875,57864.9921875,,,,,,11418.2373046875,10890.2265625,11352.236328125,122103.0,11418.2373046875,7870.00048828125,7659.19677734375,7659.19677734375,8277714.0,7884.05419921875,8158.07177734375,8401.5966796875,29906425.0,8158.07177734375,8442.18359375,,,,,,9529.736328125,8859.6767578125,8934.1279296875,9492.51171875,27811930.0,10750.0,11375.0,10750.0,16367140.0,11375.0
2020-02-25,26239.8046875,26239.8046875,28455.609375,28455.609375,1506773.0,16918.103515625,16883.435546875,18096.82421875,14082194.0,18096.82421875,56935.96875,57068.6875,1852847.0,57732.27734375,57201.40625,,,,,,10890.2265625,10890.2265625,11352.236328125,9163384.0,11451.23828125,7588.92919921875,7574.87548828125,7870.00048828125,14158353.0,7884.05419921875,8056.60302734375,8117.484375,29384491.0,8442.18359375,8442.18359375,,,,,,9343.609375,8599.0986328125,9343.609375,8748.0009765625,30838669.0,11100.0,10500.0,10400.0,6473800.0,11125.0
2020-02-26,27318.55078125,27755.880859375,27406.017578125,28164.056640625,1074158.0,17715.474609375,17611.46875,17888.814453125,9339569.0,18166.162109375,55741.5078125,57068.6875,1852425.0,57068.6875,56405.09765625,,,,,,11352.236328125,11220.2333984375,11385.236328125,690091.0,11418.2373046875,7785.67919921875,7687.30419921875,7785.67919921875,5266522.0,7940.2685546875,8259.5400390625,8259.5400390625,12771512.0,8320.421875,8482.771484375,,,,,,9343.609375,9045.8046875,9157.4814453125,9306.3837890625,24336314.0,11175.0,10875.0,10800.0,4487000.0,11250.0
2020-02-27,27085.30859375,27406.017578125,27464.328125,27814.19140625,1239360.0,17854.146484375,17750.142578125,18166.162109375,8786973.0,18166.162109375,55011.55859375,55741.5078125,3034978.0,56139.66015625,55741.5078125,,,,,,11220.2333984375,11220.2333984375,11418.2373046875,365279.0,11418.2373046875,7799.73291015625,7771.62548828125,7870.00048828125,5488495.0,7898.10791015625,8300.1279296875,8340.71484375,9968894.0,8482.771484375,8482.771484375,,,,,,9492.51171875,9008.5791015625,9492.51171875,9008.5791015625,14263836.0,11375.0,11175.0,11100.0,6526060.0,11375.0
2020-02-28,26268.958984375,26822.91015625,26531.357421875,27056.15234375,1667480.0,17680.806640625,17334.123046875,17854.146484375,11531285.0,18062.15625,53153.5078125,53153.5078125,3330493.0,55343.35546875,54679.765625,,,,,,11253.234375,11154.232421875,11352.236328125,35842420.0,11418.2373046875,7743.5185546875,7645.1435546875,7813.7861328125,4322882.0,7813.7861328125,8259.5400390625,8320.421875,17615474.0,8279.833984375,8421.8896484375,,,,,,9418.060546875,8561.873046875,9380.8349609375,8561.873046875,16813032.0,11125.0,11000.0,10925.0,4866300.0,11200.0
2020-03-02,26239.8046875,26764.599609375,26327.26953125,26764.599609375,974589.0,17992.8203125,17611.46875,17680.806640625,7058288.0,18062.15625,53949.81640625,54082.53515625,1415965.0,54547.046875,54281.61328125,,,,,,11187.232421875,11187.232421875,11682.2431640625,2067002.0,11748.244140625,7785.67919921875,7701.35791015625,7785.67919921875,10122121.0,7870.00048828125,8300.1279296875,8320.421875,12309496.0,8401.5966796875,8442.18359375,,,,,,9492.51171875,9083.0302734375,9380.8349609375,9083.0302734375,10287398.0,11250.0,11200.0,11050.0,5134700.0,11325.0
2020-03-03,26647.978515625,27289.396484375,27347.70703125,27843.34765625,1743933.0,18166.162109375,17992.8203125,18339.501953125,13819720.0,18686.185546875,54547.046875,55409.71484375,1407903.0,55409.71484375,54547.046875,,,,,,11385.236328125,11385.236328125,11550.240234375,182737.0,11715.244140625,7870.00048828125,7757.572265625,7785.67919921875,9035102.0,7954.322265625,8442.18359375,8543.65234375,16132149.0,8482.771484375,8584.2392578125,,,,,,9641.4130859375,9418.060546875,9529.736328125,9529.736328125,17097680.0,11250.0,11425.0,11250.0,5210040.0,11500.0
2020-03-04,26764.599609375,27406.017578125,26910.376953125,27406.017578125,1168481.0,18235.498046875,18027.48828125,18339.501953125,6616514.0,18339.501953125,53750.73828125,54414.328125,910999.0,54414.328125,54215.25390625,,,,,,11649.2421875,11352.236328125,11550.240234375,4069293.0,11649.2421875,7785.67919921875,7785.67919921875,7912.1611328125,10765942.0,7940.2685546875,8361.0087890625,8442.18359375,12210846.0,8421.8896484375,8462.4775390625,,,,,,9604.1875,9418.060546875,9604.1875,9529.736328125,13560248.0,11275.0,11175.0,11100.0,3873240.0,11300.0
2020-03-05,27114.46484375,27143.619140625,27201.9296875,27551.794921875,1496483.0,18582.1796875,18131.4921875,18131.4921875,9407209.0,18616.84765625,54547.046875,54547.046875,1361775.0,55476.07421875,55144.27734375,,,,,,11451.23828125,11055.2294921875,11418.2373046875,1357531.0,11682.2431640625,7940.2685546875,7799.73291015625,7870.00048828125,4214902.0,8052.697265625,8381.302734375,8482.771484375,11117257.0,8381.302734375,8503.064453125,,,,,,9827.541015625,9455.2861328125,9529.736328125,9678.638671875,16107706.0,11150.0,11275.0,11150.0,4198160.0,11425.0
2020-03-06,26531.357421875,26531.357421875,27318.55078125,27493.482421875,953494.0,17888.814453125,17646.13671875,17888.814453125,7807345.0,18062.15625,54414.328125,55077.91796875,1716376.0,56869.609375,56073.3046875,,,,,,11484.2392578125,11121.2314453125,11352.236328125,932646.0,11484.2392578125,7841.8935546875,7729.46484375,7870.00048828125,2562262.0,7870.00048828125,8279.833984375,8320.421875,10428003.0,8381.302734375,8401.5966796875,,,,,,9492.51171875,9343.609375,9418.060546875,9492.51171875,10638497.0,11025.0,11100.0,10900.0,17079840.0,11100.0
2020-03-09,25423.455078125,25481.765625,25423.455078125,26064.87109375,1618948.0,16710.095703125,16640.7578125,16640.7578125,15639324.0,17126.11328125,52158.125,52423.5625,2144398.0,53684.3828125,52158.125,,,,,,10626.220703125,10626.220703125,11220.2333984375,207404.0,11319.2353515625,7532.71484375,7321.9111328125,7321.9111328125,5734482.0,7546.7685546875,7813.07861328125,7934.8408203125,32718162.0,7813.07861328125,8076.89697265625,,,,,,9194.70703125,8561.873046875,8673.5498046875,9194.70703125,45146965.0,10275.0,10325.0,10275.0,17923166.0,10500.0
2020-03-10,24082.30859375,24782.037109375,24723.7265625,25656.697265625,2343000.0,16640.7578125,16051.3984375,16987.44140625,16136278.0,17368.791015625,50034.640625,51759.97265625,3416630.0,53020.79296875,53020.79296875,,,,,,10692.22265625,10692.22265625,11187.232421875,4281926.0,11220.2333984375,7040.83984375,7026.7861328125,7251.6435546875,8889799.0,7490.55419921875,7610.1416015625,7671.02294921875,17453184.0,7772.4912109375,7934.8408203125,,,,,,9231.9326171875,8524.6474609375,9008.5791015625,8561.873046875,20368880.0,10350.0,10200.0,10050.0,24315720.0,10500.0
2020-03-11,23003.560546875,25365.14453125,23003.560546875,25365.14453125,2610207.0,17195.451171875,15843.388671875,16086.06640625,12810584.0,17334.123046875,49371.05078125,53352.5859375,3008727.0,53352.5859375,51096.3828125,,,,,,11187.232421875,10494.21875,11088.23046875,301023.0,11187.232421875,7307.85791015625,6745.71484375,6886.25048828125,4821476.0,7307.85791015625,7265.1484375,7894.25341796875,21926936.0,7386.91064453125,7914.54736328125,,,,,,9083.0302734375,8561.873046875,8710.775390625,9045.8046875,21615326.0,9650.0,10400.0,9650.0,12253100.0,10475.0
2020-03-12,21400.017578125,21429.173828125,21400.017578125,21983.125,2625830.0,15254.0283203125,14976.6826171875,15115.35546875,16370916.0,15531.375,47579.359375,47778.43359375,2414745.0,48442.0234375,47579.359375,,,,,,10626.220703125,10329.21484375,11022.2294921875,369779.0,11055.2294921875,6787.87548828125,6408.42919921875,6408.42919921875,7750518.0,6787.87548828125,6879.56787109375,7062.21142578125,39381306.0,6879.56787109375,7143.38623046875,,,,,,8561.873046875,8003.48974609375,8226.8427734375,8561.873046875,29851254.0,8975.0,9000.0,8975.0,10330320.0,9250.0
2020-03-13,19913.095703125,19913.095703125,20408.736328125,21400.017578125,3996333.0,14213.9814453125,14075.30859375,15219.3603515625,15202196.0,15531.375,44261.41015625,44261.41015625,2953257.0,48442.0234375,47114.84765625,,,,,,10263.2138671875,10263.2138671875,10824.2255859375,26239271.0,10989.228515625,5972.7685546875,5972.7685546875,6464.6435546875,16260702.0,6591.12548828125,6412.8125,6433.1064453125,32601942.0,6940.44921875,7265.1484375,,,,,,8375.7451171875,7631.234375,8189.61767578125,8003.48974609375,24647691.0,9125.0,8350.0,8350.0,26273580.0,9275.0
2020-03-16,18980.125,20408.736328125,19125.90234375,20962.6875,3758469.0,15219.3603515625,14213.9814453125,14213.9814453125,10825813.0,15288.697265625,44128.6953125,47114.84765625,1879987.0,47114.84765625,44526.84765625,,,,,,10824.2255859375,10131.2109375,10560.2197265625,2019593.0,10824.2255859375,6281.94677734375,6014.92919921875,6099.25048828125,12894082.0,6464.6435546875,6656.33740234375,6960.74267578125,11190677.0,6676.630859375,7021.6240234375,,,,,,8301.2939453125,7705.685546875,7780.13671875,8189.61767578125,12409079.0,8725.0,9125.0,8600.0,13661900.0,9125.0
2020-03-17,17843.06640625,17843.06640625,19709.0078125,19767.318359375,3042906.0,13867.298828125,13451.279296875,14560.6640625,11513488.0,14699.3369140625,42204.28515625,42204.28515625,2086515.0,44792.28515625,44792.28515625,,,,,,9966.20703125,9966.20703125,10626.220703125,16237101.0,10692.22265625,5790.07177734375,5705.75048828125,5958.71484375,16005786.0,6338.1611328125,6392.51904296875,6493.9873046875,24219788.0,6778.099609375,6778.099609375,,,,,,7966.26416015625,7482.33251953125,7854.587890625,7742.9111328125,18195228.0,8975.0,8500.0,8425.0,27296320.0,8975.0
2020-03-18,19796.474609375,19825.62890625,20146.337890625,20700.2890625,2990822.0,14768.6728515625,14525.9951171875,14525.9951171875,9294484.0,14942.0146484375,45124.078125,45124.078125,2416192.0,46915.76953125,45986.7421875,,,,,,10626.220703125,10494.21875,10791.224609375,3331596.0,10791.224609375,6169.5185546875,5916.55419921875,5986.82177734375,6820719.0,6169.5185546875,6696.9248046875,6879.56787109375,15792375.0,6696.9248046875,6879.56787109375,,,,,,8040.71533203125,7780.13671875,7891.8134765625,7929.0390625,13417515.0,8975.0,9050.0,8850.0,37633040.0,9100.0
2020-03-19,19096.74609375,19796.474609375,19475.765625,19942.25,1554551.0,14213.9814453125,13763.2939453125,13936.634765625,6842586.0,14283.3173828125,43796.8984375,44659.56640625,1855288.0,45588.58984375,43796.8984375,,,,,,10560.2197265625,10296.2138671875,10329.21484375,204571.0,10791.224609375,5902.50048828125,5579.26806640625,5874.39306640625,8216199.0,5902.50048828125,6493.9873046875,6575.162109375,13221478.0,6534.57470703125,6656.33740234375,,,,,,7929.0390625,7705.685546875,7854.587890625,7817.3623046875,21984712.0,8625.0,8800.0,8575.0,6873420.0,8900.0
2020-03-20,19184.212890625,19592.38671875,19300.833984375,19854.78515625,1322775.0,14144.64453125,13624.62109375,13728.6259765625,9269028.0,14213.9814453125,40810.74609375,43796.8984375,5430104.0,43995.9765625,40810.74609375,,,,,,10329.21484375,10098.2099609375,10527.21875,48270.0,10560.2197265625,5818.17919921875,5551.1611328125,5874.39306640625,5476220.0,5874.39306640625,6473.69384765625,6554.86865234375,11157440.0,6493.9873046875,6615.74951171875,,,,,,8636.32421875,7817.3623046875,7966.26416015625,8636.32421875,14161412.0,8675.0,8725.0,8575.0,5676280.0,8750.0
2020-03-23,17959.6875,18076.30859375,17959.6875,18601.10546875,4679606.0,13035.2607421875,12792.5830078125,12792.5830078125,9329617.0,13173.93359375,37957.3125,38222.75,2893460.0,38819.98046875,37957.3125,,,,,,10560.2197265625,9801.2041015625,10560.2197265625,5288040.0,10758.2236328125,5509.00048828125,5466.83984375,5466.83984375,3863354.0,5509.00048828125,6047.52587890625,6169.2880859375,35038582.0,6047.52587890625,6331.6376953125,,,,,,7966.26416015625,7184.5283203125,7184.5283203125,7891.8134765625,28002927.0,8075.0,8100.0,8075.0,11505380.0,8500.0
