timestamp,BID_high,BID_open,BID_low,BID_close,BID_volume,CTG_volume,CTG_open,CTG_close,CTG_low,CTG_high,VCB_volume,VCB_high,VCB_low,VCB_close,VCB_open,EIB_high,EIB_close,EIB_low,EIB_open,EIB_volume,HDB_volume,HDB_open,HDB_close,HDB_low,HDB_high,MBB_high,MBB_low,MBB_open,MBB_close,MBB_volume,ACB_low,ACB_volume,ACB_open,ACB_high,ACB_close,TCB_close,TCB_low,TCB_volume,TCB_open,TCB_high
2020-03-04,27406.017578125,27406.017578125,26764.599609375,26910.376953125,1168481.0,6616514.0,18235.498046875,18339.501953125,18027.48828125,18339.501953125,910999.0,54414.328125,53750.73828125,54215.25390625,54414.328125,11649.2421875,11550.240234375,11352.236328125,11649.2421875,4069293.0,10765942.0,7785.67919921875,7912.1611328125,7785.67919921875,7940.2685546875,8462.4775390625,8361.0087890625,8442.18359375,8421.8896484375,12210846.0,9418.060546875,13560248.0,9529.736328125,9604.1875,9604.1875,11275.0,11100.0,3873240.0,11175.0,11300.0
2020-03-05,27551.794921875,27143.619140625,27114.46484375,27201.9296875,1496483.0,9407209.0,18582.1796875,18131.4921875,18131.4921875,18616.84765625,1361775.0,55476.07421875,54547.046875,55144.27734375,54547.046875,11682.2431640625,11418.2373046875,11055.2294921875,11451.23828125,1357531.0,4214902.0,7940.2685546875,7870.00048828125,7799.73291015625,8052.697265625,8503.064453125,8381.302734375,8482.771484375,8381.302734375,11117257.0,9455.2861328125,16107706.0,9678.638671875,9827.541015625,9529.736328125,11150.0,11150.0,4198160.0,11275.0,11425.0
2020-03-06,27493.482421875,26531.357421875,26531.357421875,27318.55078125,953494.0,7807345.0,17888.814453125,17888.814453125,17646.13671875,18062.15625,1716376.0,56869.609375,54414.328125,56073.3046875,55077.91796875,11484.2392578125,11352.236328125,11121.2314453125,11484.2392578125,932646.0,2562262.0,7841.8935546875,7870.00048828125,7729.46484375,7870.00048828125,8401.5966796875,8279.833984375,8320.421875,8381.302734375,10428003.0,9343.609375,10638497.0,9492.51171875,9492.51171875,9418.060546875,11025.0,10900.0,17079840.0,11100.0,11100.0
2020-03-09,26064.87109375,25481.765625,25423.455078125,25423.455078125,1618948.0,15639324.0,16710.095703125,16640.7578125,16640.7578125,17126.11328125,2144398.0,53684.3828125,52158.125,52158.125,52423.5625,11319.2353515625,11220.2333984375,10626.220703125,10626.220703125,207404.0,5734482.0,7532.71484375,7321.9111328125,7321.9111328125,7546.7685546875,8076.89697265625,7813.07861328125,7934.8408203125,7813.07861328125,32718162.0,8561.873046875,45146965.0,9194.70703125,9194.70703125,8673.5498046875,10275.0,10275.0,17923166.0,10325.0,10500.0
2020-03-10,25656.697265625,24782.037109375,24082.30859375,24723.7265625,2343000.0,16136278.0,16640.7578125,16987.44140625,16051.3984375,17368.791015625,3416630.0,53020.79296875,50034.640625,53020.79296875,51759.97265625,11220.2333984375,11187.232421875,10692.22265625,10692.22265625,4281926.0,8889799.0,7040.83984375,7251.6435546875,7026.7861328125,7490.55419921875,7934.8408203125,7610.1416015625,7671.02294921875,7772.4912109375,17453184.0,8524.6474609375,20368880.0,8561.873046875,9231.9326171875,9008.5791015625,10350.0,10050.0,24315720.0,10200.0,10500.0
2020-03-11,25365.14453125,25365.14453125,23003.560546875,23003.560546875,2610207.0,12810584.0,17195.451171875,16086.06640625,15843.388671875,17334.123046875,3008727.0,53352.5859375,49371.05078125,51096.3828125,53352.5859375,11187.232421875,11088.23046875,10494.21875,11187.232421875,301023.0,4821476.0,7307.85791015625,6886.25048828125,6745.71484375,7307.85791015625,7914.54736328125,7265.1484375,7894.25341796875,7386.91064453125,21926936.0,8561.873046875,21615326.0,9045.8046875,9083.0302734375,8710.775390625,9650.0,9650.0,12253100.0,10400.0,10475.0
2020-03-12,21983.125,21429.173828125,21400.017578125,21400.017578125,2625830.0,16370916.0,15254.0283203125,15115.35546875,14976.6826171875,15531.375,2414745.0,48442.0234375,47579.359375,47579.359375,47778.43359375,11055.2294921875,11022.2294921875,10329.21484375,10626.220703125,369779.0,7750518.0,6787.87548828125,6408.42919921875,6408.42919921875,6787.87548828125,7143.38623046875,6879.56787109375,7062.21142578125,6879.56787109375,39381306.0,8003.48974609375,29851254.0,8561.873046875,8561.873046875,8226.8427734375,8975.0,8975.0,10330320.0,9000.0,9250.0
2020-03-13,21400.017578125,19913.095703125,19913.095703125,20408.736328125,3996333.0,15202196.0,14213.9814453125,15219.3603515625,14075.30859375,15531.375,2953257.0,48442.0234375,44261.41015625,47114.84765625,44261.41015625,10989.228515625,10824.2255859375,10263.2138671875,10263.2138671875,26239271.0,16260702.0,5972.7685546875,6464.6435546875,5972.7685546875,6591.12548828125,7265.1484375,6412.8125,6433.1064453125,6940.44921875,32601942.0,7631.234375,24647691.0,8003.48974609375,8375.7451171875,8189.61767578125,9125.0,8350.0,26273580.0,8350.0,9275.0
2020-03-16,20962.6875,20408.736328125,18980.125,19125.90234375,3758469.0,10825813.0,15219.3603515625,14213.9814453125,14213.9814453125,15288.697265625,1879987.0,47114.84765625,44128.6953125,44526.84765625,47114.84765625,10824.2255859375,10560.2197265625,10131.2109375,10824.2255859375,2019593.0,12894082.0,6281.94677734375,6099.25048828125,6014.92919921875,6464.6435546875,7021.6240234375,6656.33740234375,6960.74267578125,6676.630859375,11190677.0,7705.685546875,12409079.0,8189.61767578125,8301.2939453125,7780.13671875,8725.0,8600.0,13661900.0,9125.0,9125.0
2020-03-17,19767.318359375,17843.06640625,17843.06640625,19709.0078125,3042906.0,11513488.0,13867.298828125,14560.6640625,13451.279296875,14699.3369140625,2086515.0,44792.28515625,42204.28515625,44792.28515625,42204.28515625,10692.22265625,10626.220703125,9966.20703125,9966.20703125,16237101.0,16005786.0,5790.07177734375,5958.71484375,5705.75048828125,6338.1611328125,6778.099609375,6392.51904296875,6493.9873046875,6778.099609375,24219788.0,7482.33251953125,18195228.0,7742.9111328125,7966.26416015625,7854.587890625,8975.0,8425.0,27296320.0,8500.0,8975.0
2020-03-18,20700.2890625,19825.62890625,19796.474609375,20146.337890625,2990822.0,9294484.0,14768.6728515625,14525.9951171875,14525.9951171875,14942.0146484375,2416192.0,46915.76953125,45124.078125,45986.7421875,45124.078125,10791.224609375,10791.224609375,10494.21875,10626.220703125,3331596.0,6820719.0,6169.5185546875,5986.82177734375,5916.55419921875,6169.5185546875,6879.56787109375,6696.9248046875,6879.56787109375,6696.9248046875,15792375.0,7780.13671875,13417515.0,7929.0390625,8040.71533203125,7891.8134765625,8975.0,8850.0,37633040.0,9050.0,9100.0
2020-03-19,19942.25,19796.474609375,19096.74609375,19475.765625,1554551.0,6842586.0,14213.9814453125,13936.634765625,13763.2939453125,14283.3173828125,1855288.0,45588.58984375,43796.8984375,43796.8984375,44659.56640625,10791.224609375,10329.21484375,10296.2138671875,10560.2197265625,204571.0,8216199.0,5902.50048828125,5874.39306640625,5579.26806640625,5902.50048828125,6656.33740234375,6493.9873046875,6575.162109375,6534.57470703125,13221478.0,7705.685546875,21984712.0,7817.3623046875,7929.0390625,7854.587890625,8625.0,8575.0,6873420.0,8800.0,8900.0
2020-03-20,19854.78515625,19592.38671875,19184.212890625,19300.833984375,1322775.0,9269028.0,14144.64453125,13728.6259765625,13624.62109375,14213.9814453125,5430104.0,43995.9765625,40810.74609375,40810.74609375,43796.8984375,10560.2197265625,10527.21875,10098.2099609375,10329.21484375,48270.0,5476220.0,5818.17919921875,5874.39306640625,5551.1611328125,5874.39306640625,6615.74951171875,6473.69384765625,6554.86865234375,6493.9873046875,11157440.0,7817.3623046875,14161412.0,8636.32421875,8636.32421875,7966.26416015625,8675.0,8575.0,5676280.0,8725.0,8750.0
2020-03-23,18601.10546875,18076.30859375,17959.6875,17959.6875,4679606.0,9329617.0,13035.2607421875,12792.5830078125,12792.5830078125,13173.93359375,2893460.0,38819.98046875,37957.3125,37957.3125,38222.75,10758.2236328125,10560.2197265625,9801.2041015625,10560.2197265625,5288040.0,3863354.0,5509.00048828125,5466.83984375,5466.83984375,5509.00048828125,6331.6376953125,6047.52587890625,6169.2880859375,6047.52587890625,35038582.0,7184.5283203125,28002927.0,7891.8134765625,7966.26416015625,7184.5283203125,8075.0,8075.0,11505380.0,8100.0,8500.0
2020-03-24,18630.259765625,18076.30859375,17901.376953125,18426.173828125,2104278.0,9203334.0,12792.5830078125,12688.578125,12237.8916015625,12965.923828125,2257525.0,38753.62109375,37559.16015625,38488.18359375,37957.3125,10626.220703125,10560.2197265625,9966.20703125,9966.20703125,4180882.0,6045114.0,5466.83984375,5340.357421875,5256.0361328125,5537.107421875,6088.11328125,5864.88232421875,6088.11328125,6006.9384765625,19322633.0,7110.0771484375,15654168.0,7110.0771484375,7407.88134765625,7296.20458984375,8050.0,8000.0,6714000.0,8250.0,8250.0
2020-03-25,19504.919921875,19475.765625,19125.90234375,19359.14453125,2764466.0,10154883.0,13173.93359375,13555.2841796875,13035.2607421875,13555.2841796875,2766363.0,41142.54296875,39616.28515625,41142.54296875,39815.36328125,10593.220703125,10560.2197265625,10197.2119140625,10362.2158203125,103587.0,7351615.0,5593.32177734375,5593.32177734375,5382.51806640625,5593.32177734375,6351.931640625,6108.40673828125,6209.87548828125,6351.931640625,19008691.0,7445.10693359375,11632869.0,7445.10693359375,7742.9111328125,7631.234375,8300.0,8150.0,10200540.0,8250.0,8350.0
2020-03-26,19942.25,19242.5234375,18746.8828125,19417.455078125,1969757.0,7458942.0,13208.6015625,13035.2607421875,13035.2607421875,13589.953125,3067543.0,42934.234375,40810.74609375,41938.84765625,41142.54296875,10560.2197265625,10164.2109375,9999.2080078125,10560.2197265625,6037025.0,12178359.0,5565.21484375,5509.00048828125,5312.25048828125,5593.32177734375,6311.34423828125,6108.40673828125,6291.05029296875,6108.40673828125,12074400.0,7333.43017578125,9755475.0,7668.4599609375,7668.4599609375,7333.43017578125,8050.0,8050.0,34761980.0,8300.0,8300.0
2020-03-27,19679.853515625,19300.833984375,18892.658203125,19242.5234375,1934825.0,9030611.0,13208.6015625,13173.93359375,12965.923828125,13243.2705078125,2787295.0,43730.5390625,41474.3359375,42536.078125,42005.20703125,10362.2158203125,10362.2158203125,9570.19921875,10032.208984375,846118.0,6994659.0,5480.89306640625,5129.55419921875,5129.55419921875,5480.89306640625,6148.99462890625,5885.17626953125,6128.70068359375,5925.763671875,13843448.0,7258.97900390625,10693439.0,7333.43017578125,7482.33251953125,7333.43017578125,8000.0,7800.0,16854660.0,8075.0,8100.0
2020-03-30,18601.10546875,18076.30859375,17901.376953125,18017.998046875,2348504.0,10573305.0,12376.564453125,12272.5595703125,12272.5595703125,12480.5693359375,3248544.0,40744.38671875,39682.64453125,40478.953125,39881.72265625,10362.2158203125,10362.2158203125,9669.201171875,9768.203125,577623.0,6483829.0,4918.75048828125,4848.482421875,4778.21484375,4918.75048828125,5722.82666015625,5519.88916015625,5682.2392578125,5519.88916015625,22567775.0,6663.37060546875,15943617.0,7258.97900390625,7258.97900390625,6775.04736328125,7450.0,7450.0,6987460.0,7550.0,7750.0
2020-03-31,18746.8828125,18659.416015625,17201.6484375,17988.84375,1747140.0,8801381.0,12480.5693359375,11925.876953125,11509.8583984375,12827.2509765625,1442910.0,42536.078125,39815.36328125,41142.54296875,40810.74609375,10329.21484375,9669.201171875,9669.201171875,10098.2099609375,947449.0,10031244.0,5045.232421875,5003.07177734375,4525.25048828125,5143.607421875,5722.82666015625,5337.24609375,5601.06396484375,5499.595703125,15127957.0,6477.2431640625,12765838.0,6775.04736328125,6998.400390625,6626.14501953125,7500.0,7000.0,5497700.0,7500.0,7750.0
2020-04-01,19242.5234375,18017.998046875,17959.6875,18717.7265625,2042437.0,7953315.0,11787.2041015625,12688.578125,11787.2041015625,12723.24609375,1956510.0,43730.5390625,40810.74609375,43133.30859375,40810.74609375,10032.208984375,10032.208984375,9240.1923828125,9240.1923828125,21009987.0,2676148.0,5031.17919921875,5326.30419921875,5017.12548828125,5326.30419921875,5804.00146484375,5418.4208984375,5459.00830078125,5783.70751953125,17424557.0,5993.31103515625,11447054.0,5993.31103515625,7072.8515625,6923.94921875,7750.0,7175.0,58512960.0,7500.0,7800.0
2020-04-03,20000.5625,19009.279296875,19009.279296875,20000.5625,3376772.0,7276960.0,12896.587890625,13035.2607421875,12827.2509765625,13173.93359375,2602045.0,43995.9765625,42469.71875,43465.10546875,43133.30859375,10032.208984375,10032.208984375,9405.1953125,9801.2041015625,3732149.0,4033669.0,5368.46484375,5494.94677734375,5340.357421875,5494.94677734375,6067.8193359375,5783.70751953125,5804.00146484375,5986.64453125,13040262.0,6737.82177734375,14458816.0,6737.82177734375,7221.75390625,7110.0771484375,7925.0,7750.0,4267020.0,7750.0,7975.0
2020-04-06,21400.017578125,20816.91015625,20467.046875,21400.017578125,3226921.0,15586322.0,13381.943359375,13936.634765625,13173.93359375,13936.634765625,3181485.0,45323.15625,43796.8984375,45124.078125,44792.28515625,10230.212890625,10230.212890625,9702.2021484375,10032.208984375,6577288.0,7188630.0,5509.00048828125,5761.96484375,5509.00048828125,5761.96484375,6392.51904296875,6148.99462890625,6169.2880859375,6392.51904296875,19701441.0,7110.0771484375,15465884.0,7221.75390625,7742.9111328125,7668.4599609375,8475.0,8050.0,10961740.0,8100.0,8475.0
2020-04-07,21983.125,21866.50390625,20991.84375,21574.94921875,3074993.0,10646759.0,14005.9716796875,13763.2939453125,13589.953125,14040.6396484375,2776671.0,45787.66796875,44327.76953125,45256.796875,45124.078125,10230.212890625,10230.212890625,9900.2060546875,9900.2060546875,3277310.0,4463808.0,5761.96484375,5832.232421875,5649.5361328125,5874.39306640625,6575.162109375,6372.22509765625,6554.86865234375,6473.69384765625,30985725.0,7445.10693359375,12001492.0,7817.3623046875,7817.3623046875,7556.78369140625,8475.0,8400.0,9079980.0,8500.0,8600.0
2020-04-08,22158.056640625,20875.22265625,20467.046875,22128.900390625,2497242.0,6688050.0,13381.943359375,13659.2890625,13243.2705078125,13867.298828125,2679939.0,45256.796875,44327.76953125,44792.28515625,44460.48828125,10197.2119140625,10032.208984375,9768.203125,9768.203125,5383917.0,3844285.0,5761.96484375,5804.12548828125,5635.482421875,5818.17919921875,6433.1064453125,6250.462890625,6291.05029296875,6372.22509765625,14766097.0,7333.43017578125,6263268.0,8301.2939453125,8301.2939453125,7519.55810546875,8350.0,8150.0,2953600.0,8400.0,8400.0
2020-04-09,22507.919921875,22128.900390625,21953.96875,21983.125,2313469.0,10612419.0,13867.298828125,13728.6259765625,13728.6259765625,14109.9765625,3381186.0,47778.43359375,45124.078125,47114.84765625,45124.078125,10098.2099609375,10032.208984375,9933.20703125,10032.208984375,393476.0,7413982.0,5804.12548828125,5804.12548828125,5663.58984375,5846.2861328125,6534.57470703125,6372.22509765625,6493.9873046875,6412.8125,17673697.0,7445.10693359375,10930574.0,8264.068359375,8264.068359375,7445.10693359375,8450.0,8425.0,4539660.0,8550.0,8575.0
2020-04-10,22041.435546875,21749.8828125,21400.017578125,21516.638671875,2175552.0,8222192.0,13728.6259765625,13485.9482421875,13381.943359375,13936.634765625,2523215.0,47712.078125,46185.8203125,46849.41015625,47114.84765625,9999.2080078125,9999.2080078125,9669.201171875,9933.20703125,757165.0,5607432.0,5663.58984375,5621.42919921875,5565.21484375,5761.96484375,6473.69384765625,6270.7568359375,6412.8125,6311.34423828125,20303501.0,7072.8515625,6762785.0,7072.8515625,7519.55810546875,7370.65576171875,8375.0,8325.0,3097800.0,8350.0,8475.0
2020-04-13,21983.125,21400.017578125,21341.70703125,21662.416015625,4434366.0,6033330.0,13451.279296875,13589.953125,13347.275390625,13867.298828125,1577526.0,47645.71875,46451.2578125,46982.12890625,46849.41015625,10032.208984375,10032.208984375,9801.2041015625,9999.2080078125,244100.0,21778339.0,5607.37548828125,5677.64306640625,5438.732421875,5677.64306640625,6514.28125,6291.05029296875,6311.34423828125,6392.51904296875,15831194.0,6663.37060546875,5232406.0,6663.37060546875,7594.0087890625,7445.10693359375,8600.0,8375.0,7100660.0,8375.0,8800.0
2020-04-14,21895.658203125,21604.10546875,20875.22265625,21283.396484375,2092857.0,10792166.0,13555.2841796875,13312.6064453125,13035.2607421875,13693.95703125,2960520.0,46982.12890625,44991.359375,46384.8984375,46783.05078125,10131.2109375,9999.2080078125,9867.205078125,10032.208984375,5421538.0,4872601.0,5691.69677734375,5621.42919921875,5494.94677734375,5691.69677734375,6493.9873046875,6291.05029296875,6493.9873046875,6453.39990234375,17387152.0,7333.43017578125,8508385.0,7445.10693359375,7519.55810546875,7445.10693359375,8575.0,8450.0,2949700.0,8675.0,8675.0
2020-04-15,21983.125,21400.017578125,21400.017578125,21749.8828125,1898571.0,9746728.0,13312.6064453125,13763.2939453125,13312.6064453125,13832.630859375,1684384.0,47313.921875,46252.1796875,47048.48828125,46252.1796875,10032.208984375,9999.2080078125,9834.2041015625,9999.2080078125,15639037.0,4184412.0,5621.42919921875,5804.12548828125,5621.42919921875,5804.12548828125,6696.9248046875,6453.39990234375,6493.9873046875,6636.04345703125,25404317.0,7445.10693359375,9902444.0,7445.10693359375,7705.685546875,7519.55810546875,8775.0,8600.0,11250160.0,8650.0,8775.0
2020-04-16,21749.8828125,21691.5703125,21429.173828125,21749.8828125,2075554.0,5351178.0,13589.953125,13728.6259765625,13451.279296875,13797.9619140625,1672795.0,47247.5625,46318.5390625,47247.5625,46451.2578125,10032.208984375,9999.2080078125,9867.205078125,9900.2060546875,9394425.0,6800331.0,5790.07177734375,5888.44677734375,5733.857421875,5958.71484375,6696.9248046875,6493.9873046875,6595.4560546875,6696.9248046875,13500359.0,7482.33251953125,5091175.0,7519.55810546875,7594.0087890625,7594.0087890625,8775.0,8600.0,4846300.0,8750.0,8775.0
2020-04-17,22274.677734375,22070.58984375,21691.5703125,21808.193359375,1975126.0,12506717.0,14213.9814453125,13936.634765625,13867.298828125,14213.9814453125,2756432.0,47645.71875,47048.48828125,47380.28125,47446.640625,10296.2138671875,10032.208984375,9900.2060546875,10032.208984375,1325487.0,8768088.0,6099.25048828125,6043.0361328125,6028.982421875,6183.57177734375,6960.74267578125,6737.51220703125,6778.099609375,6899.86181640625,18662401.0,7631.234375,12919601.0,7631.234375,7854.587890625,7817.3623046875,8875.0,8750.0,9321940.0,8900.0,8925.0
2020-04-20,22158.056640625,22099.74609375,21545.794921875,21633.259765625,2352619.0,9074181.0,14075.30859375,13763.2939453125,13763.2939453125,14179.3125,2194172.0,48043.87109375,46982.12890625,47712.078125,47579.359375,10230.212890625,10032.208984375,9966.20703125,10098.2099609375,10506765.0,8914953.0,6127.357421875,6000.87548828125,5972.7685546875,6169.5185546875,6960.74267578125,6737.51220703125,6899.86181640625,6757.8056640625,28695043.0,7668.4599609375,8231189.0,7891.8134765625,7891.8134765625,7705.685546875,8850.0,8750.0,7140780.0,8950.0,8975.0
2020-04-21,21458.328125,20991.84375,20233.8046875,20233.8046875,3839741.0,13412690.0,13624.62109375,13035.2607421875,13000.5927734375,13693.95703125,3333552.0,47446.640625,44991.359375,47446.640625,47114.84765625,10098.2099609375,9999.2080078125,9801.2041015625,10032.208984375,376946.0,8523806.0,5846.2861328125,5649.5361328125,5607.37548828125,5902.50048828125,6676.630859375,6351.931640625,6656.33740234375,6351.931640625,27381728.0,7333.43017578125,16944905.0,7668.4599609375,7668.4599609375,7370.65576171875,8425.0,8350.0,6090040.0,8650.0,8700.0
2020-04-22,21604.10546875,19300.833984375,19300.833984375,21108.46484375,2424597.0,9312267.0,12757.9150390625,13347.275390625,12757.9150390625,13659.2890625,2514039.0,47181.203125,45787.66796875,45986.7421875,45787.66796875,10296.2138671875,10164.2109375,9867.205078125,9867.205078125,3812086.0,5294131.0,5480.89306640625,5846.2861328125,5424.67919921875,5874.39306640625,6554.86865234375,6189.58203125,6189.58203125,6534.57470703125,15880849.0,7221.75390625,7466174.0,7370.65576171875,7594.0087890625,7594.0087890625,8450.0,8125.0,3963900.0,8125.0,8600.0
2020-04-23,21691.5703125,21574.94921875,21050.154296875,21108.46484375,1354690.0,4254772.0,13520.6162109375,13312.6064453125,13312.6064453125,13659.2890625,1810772.0,47114.84765625,45654.94921875,45920.38671875,47114.84765625,10362.2158203125,10098.2099609375,10098.2099609375,10296.2138671875,335779.0,8022012.0,5902.50048828125,5790.07177734375,5677.64306640625,5958.71484375,6676.630859375,6514.28125,6656.33740234375,6554.86865234375,11371622.0,7556.78369140625,5578432.0,7631.234375,7742.9111328125,7556.78369140625,8475.0,8475.0,10890580.0,8600.0,8650.0
2020-04-24,21254.240234375,21254.240234375,20583.66796875,20991.84375,1016810.0,4140820.0,13312.6064453125,13312.6064453125,13173.93359375,13381.943359375,1849441.0,46185.8203125,44792.28515625,45721.30859375,45920.38671875,10164.2109375,10098.2099609375,9999.2080078125,9999.2080078125,10547840.0,7386160.0,5790.07177734375,5790.07177734375,5635.482421875,5790.07177734375,6554.86865234375,6453.39990234375,6493.9873046875,6514.28125,10660244.0,7445.10693359375,3478125.0,7519.55810546875,7594.0087890625,7556.78369140625,8550.0,8450.0,1703540.0,8550.0,8575.0
2020-04-27,21225.0859375,21108.46484375,20467.046875,20467.046875,2067681.0,6306765.0,13451.279296875,13069.9287109375,13069.9287109375,13451.279296875,3922696.0,46384.8984375,44327.76953125,44327.76953125,46384.8984375,10098.2099609375,9966.20703125,9801.2041015625,9966.20703125,36709053.0,6279147.0,5733.857421875,5761.96484375,5691.69677734375,5846.2861328125,6575.162109375,6372.22509765625,6534.57470703125,6372.22509765625,13632323.0,7445.10693359375,5404528.0,7556.78369140625,7668.4599609375,7482.33251953125,8525.0,8500.0,4954108.0,8550.0,8625.0
