Date,DXG,TCH,HDG,HDC,KDH,IDC,KBC,DPG,VHM,NLG
12/27/2024,"15,700","15,450","29,050","25,150","35,800","55,900","27,650","46,350","40,350","36,400"
12/26/2024,"16,000","15,650","29,800","25,350","35,850","56,200","27,550","47,750","40,650","36,200"
12/25/2024,"16,300","15,600","29,900","25,350","35,900","56,300","28,150","48,050","40,600","36,300"
12/24/2024,"16,450","15,100","30,000","25,300","35,950","56,000","27,600","47,700","40,350","35,700"
12/23/2024,"17,650","15,300","30,800","26,100","35,900","56,200","27,800","50,200","40,600","36,250"
12/20/2024,"17,850","15,000","30,200","26,150","35,850","56,100","27,600","51,000","40,350","36,350"
12/19/2024,"17,850","15,100","30,150","26,050","35,600","56,900","27,600","50,700","40,200","36,400"
12/18/2024,"18,050","15,500","30,500","26,450","35,000","57,000","28,150","51,500","40,900","37,300"
12/17/2024,"18,000","15,300","30,300","26,300","35,000","56,700","28,200","51,500","41,300","37,200"
12/16/2024,"17,950","15,300","30,200","26,300","34,600","57,000","28,350","51,000","40,950","37,500"
12/13/2024,"17,800","15,500","30,300","26,150","34,450","56,200","27,850","50,500","40,650","37,500"
12/12/2024,"18,000","15,700","30,400","26,100","34,550","56,400","28,250","51,300","40,750","37,850"
12/11/2024,"17,850","15,700","30,850","26,350","34,500","56,400","28,200","51,700","40,850","38,100"
12/10/2024,"17,800","15,750","30,650","26,700","34,500","57,000","28,700","52,200","40,950","38,200"
12/09/2024,"18,000","15,900","31,050","26,650","34,400","56,700","28,700","53,000","41,450","38,450"
12/06/2024,"17,700","15,800","30,200","26,550","33,800","56,300","28,700","52,700","41,500","38,300"
12/05/2024,"17,950","16,000","30,450","27,000","33,300","55,500","28,700","52,600","41,400","38,300"
12/04/2024,"16,800","15,300","28,850","25,700","32,850","53,800","28,000","51,500","40,100","36,900"
12/03/2024,"17,250","15,500","28,650","25,300","32,900","54,800","28,000","51,400","40,900","37,650"
12/02/2024,"17,250","15,600","28,600","25,300","32,850","55,500","27,950","51,800","40,750","37,950"
11/29/2024,"17,500","15,600","28,700","25,500","33,150","55,400","27,750","51,200","40,800","38,450"
11/28/2024,"17,400","15,650","28,900","25,400","33,050","54,800","27,800","51,300","41,100","38,300"
11/27/2024,"17,350","15,600","29,200","25,600","33,150","54,900","28,000","51,900","41,900","37,900"
11/26/2024,"17,200","15,650","28,550","25,600","33,200","55,200","27,850","52,000","42,400","38,500"
11/25/2024,"17,000","15,250","28,550","25,000","32,800","55,200","27,350","51,900","42,700","37,900"
11/22/2024,"16,800","15,500","28,250","24,650","32,600","54,200","27,000","52,000","41,600","37,550"
11/21/2024,"17,250","15,750","28,250","24,850","32,800","54,200","26,900","51,800","43,300","37,900"
11/20/2024,"17,100","15,750","28,050","24,700","32,550","54,000","26,900","51,400","43,300","37,800"
11/19/2024,"16,100","15,200","27,200","24,100","32,000","53,600","26,600","50,000","42,200","37,000"
11/18/2024,"16,450","15,150","27,450","24,600","32,600","55,300","27,600","51,900","40,800","37,000"
11/15/2024,"16,150","14,200","27,300","24,500","32,650","55,900","29,350","52,000","40,250","37,750"
11/14/2024,"16,000","14,500","27,850","25,350","33,350","56,400","28,650","52,600","40,350","38,600"
11/13/2024,"16,400","14,950","28,800","26,100","33,500","57,000","29,550","52,900","40,300","39,400"
11/12/2024,"16,050","15,100","28,000","25,400","33,450","57,500","28,700","52,400","40,300","39,450"
11/11/2024,"16,200","15,200","28,450","25,350","33,500","57,500","28,850","52,000","40,600","39,550"
11/08/2024,"16,350","15,500","28,100","25,600","33,550","57,000","28,800","52,000","40,000","39,600"
11/07/2024,"16,900","15,500","28,200","26,000","33,600","57,700","28,800","52,400","41,400","39,950"
11/06/2024,"16,900","15,500","27,800","25,800","33,400","58,000","28,850","52,000","41,550","39,900"
11/05/2024,"16,750","15,300","27,650","25,400","32,950","55,500","27,000","51,300","41,500","39,450"
11/04/2024,"16,800","15,250","27,450","25,200","33,000","55,700","27,050","50,400","41,500","39,500"
11/01/2024,"16,750","15,800","27,300","25,850","33,150","56,000","26,350","51,800","41,500","40,700"
10/31/2024,"16,600","16,150","26,650","26,050","33,500","56,000","26,300","51,300","41,500","39,850"
10/30/2024,"16,550","16,100","26,650","26,400","33,500","55,200","26,250","53,000","41,150","39,400"
10/29/2024,"16,350","16,100","26,550","26,300","33,500","53,700","26,300","56,900","42,750","39,100"
10/28/2024,"16,850","15,700","26,700","27,250","33,500","53,400","26,100","57,700","42,700","39,100"
10/25/2024,"16,600","15,600","26,600","27,200","33,150","52,900","25,900","57,300","43,850","38,750"
10/24/2024,"16,250","15,750","26,650","27,050","33,650","52,800","25,800","57,100","43,850","38,900"
10/23/2024,"16,600","15,850","26,950","27,450","33,300","54,400","26,250","57,700","47,000","39,300"
10/22/2024,"16,200","15,750","26,550","27,200","32,700","53,900","26,250","55,300","48,250","38,150"
10/21/2024,"16,150","15,500","26,750","26,200","32,500","55,600","27,250","54,300","47,800","38,200"
10/18/2024,"16,050","16,200","27,500","25,800","32,800","55,900","27,700","55,900","45,250","38,900"
10/17/2024,"16,100","16,400","27,950","26,400","33,350","55,700","27,700","56,300","45,100","38,900"
10/16/2024,"15,050","16,200","27,550","25,300","36,400","55,900","27,200","55,600","45,000","38,200"
10/15/2024,"15,000","16,050","27,550","25,550","36,850","55,900","27,200","55,300","44,650","39,000"
10/14/2024,"15,150","16,450","27,700","25,950","37,350","55,900","27,750","55,400","45,350","39,700"
10/11/2024,"15,450","17,550","27,900","26,050","37,500","55,800","27,950","55,600","43,600","40,250"
10/10/2024,"15,200","17,450","27,550","25,200","37,500","56,400","27,850","54,000","42,150","40,150"
10/09/2024,"15,450","17,350","27,850","25,400","37,700","56,400","28,150","54,500","42,500","40,500"
10/08/2024,"15,250","17,350","27,650","24,950","37,500","55,900","27,700","53,500","41,600","40,100"
10/07/2024,"15,200","17,300","27,400","25,800","37,750","56,400","27,200","53,500","41,200","40,300"
10/04/2024,"15,200","17,200","27,350","25,400","37,450","56,200","27,200","53,000","41,500","39,900"
10/03/2024,"15,350","17,200","27,300","25,450","37,400","57,200","27,150","53,800","41,600","40,200"
10/02/2024,"15,900","17,850","27,950","26,050","38,600","57,500","27,600","56,400","43,400","41,000"
10/01/2024,"16,700","18,200","28,200","26,450","39,300","57,600","28,200","57,200","43,450","41,600"
09/30/2024,"16,700","18,150","27,950","26,950","38,900","57,600","28,200","56,700","42,800","41,550"
09/27/2024,"16,550","18,050","28,200","26,700","38,950","58,100","28,050","57,300","43,400","41,750"
09/26/2024,"16,300","18,150","28,850","26,300","39,350","58,900","27,950","56,700","44,400","42,050"
09/25/2024,"16,250","17,800","29,250","26,550","39,200","58,900","28,050","57,400","44,150","42,400"
09/24/2024,"15,800","17,500","28,800","24,850","38,500","59,300","28,200","57,900","44,250","41,900"
09/23/2024,"15,550","17,400","28,300","24,700","37,900","58,400","26,400","56,900","43,650","41,800"
09/20/2024,"15,600","17,700","28,700","24,850","37,850","58,500","26,650","56,500","43,750","41,600"
09/19/2024,"15,800","17,800","28,750","24,600","38,000","58,700","26,750","56,500","44,150","42,150"
09/18/2024,"15,650","17,700","28,000","24,350","38,000","58,400","25,250","56,800","43,900","41,950"
09/17/2024,"15,500","17,600","28,200","24,500","38,300","58,200","25,250","56,800","44,000","41,850"
09/16/2024,"14,900","17,350","27,550","24,050","37,650","57,800","24,700","54,000","41,750","41,000"
09/13/2024,"15,300","17,800","27,600","27,950","37,250","58,400","25,100","53,700","43,000","41,750"
09/12/2024,"14,600","17,400","27,700","27,650","37,150","58,300","25,400","53,300","43,100","40,900"
09/11/2024,"14,900","17,600","27,750","27,750","37,300","58,200","25,400","53,600","43,000","40,900"
09/10/2024,"14,800","17,650","28,100","27,950","37,300","58,600","25,750","53,600","42,800","40,900"
09/09/2024,"15,450","17,850","28,600","28,100","37,600","59,000","26,300","53,600","43,000","41,100"
09/06/2024,"15,450","18,250","28,750","28,150","37,800","58,700","26,500","53,700","43,900","41,100"
09/05/2024,"15,600","18,300","27,900","28,250","37,950","59,000","26,050","53,900","43,750","41,100"
09/04/2024,"15,900","18,350","28,250","28,500","38,000","60,200","26,350","54,000","42,500","42,000"
08/30/2024,"15,700","18,500","28,200","28,450","37,700","60,600","26,750","52,900","41,500","41,000"
08/29/2024,"15,500","18,300","28,150","28,600","37,700","60,800","26,600","52,300","41,500","40,900"
08/28/2024,"15,850","18,450","28,250","28,900","37,450","60,900","26,800","52,900","40,900","40,900"
08/27/2024,"16,000","18,750","28,250","29,350","37,500","61,000","26,750","53,100","41,400","40,700"
08/26/2024,"15,800","18,400","28,600","28,350","37,700","60,700","26,700","52,900","40,500","40,650"
08/23/2024,"15,900","18,800","28,750","28,900","37,400","61,500","26,950","53,000","39,750","40,700"
08/22/2024,"15,800","18,600","28,700","28,900","37,600","60,600","27,150","52,800","39,800","40,700"
08/21/2024,"15,700","18,600","28,450","28,850","37,700","61,700","27,300","52,900","39,750","40,700"
08/20/2024,"15,600","18,550","28,800","29,150","37,750","61,800","27,150","53,000","39,400","40,600"
08/19/2024,"14,600","18,050","28,050","28,600","37,100","61,700","26,600","52,100","38,600","39,700"
08/16/2024,"14,100","18,150","28,050","28,600","37,150","60,900","26,600","51,800","38,400","39,500"
08/15/2024,"13,200","17,050","26,250","26,750","35,500","59,000","24,900","48,800","37,850","37,250"
08/14/2024,"13,150","17,050","26,200","27,100","35,700","59,400","25,300","49,800","37,200","38,050"
08/13/2024,"13,450","16,600","26,600","27,200","35,800","60,000","25,200","49,800","36,350","38,350"
08/12/2024,"13,250","16,050","27,100","26,900","35,700","60,300","25,400","49,600","36,500","38,950"
08/09/2024,"13,300","16,600","26,350","27,150","35,650","59,800","25,200","48,700","37,200","39,000"
08/08/2024,"13,000","16,600","25,750","26,700","35,250","59,200","24,350","47,900","37,600","38,100"
08/07/2024,"13,200","17,800","26,500","26,800","35,700","59,000","24,750","47,950","37,200","39,150"
08/06/2024,"12,900","17,400","25,950","26,500","35,300","59,000","24,600","47,750","34,800","39,200"
08/05/2024,"12,200","16,300","25,550","25,900","34,500","56,800","24,350","45,600","34,500","37,800"
08/02/2024,"13,100","17,450","27,450","27,700","35,000","58,400","25,950","49,000","36,000","39,500"
08/01/2024,"13,050","16,850","26,700","27,300","34,800","57,200","26,000","48,200","36,450","39,300"
07/31/2024,"13,850","18,100","28,050","28,400","36,250","59,000","27,300","51,800","36,700","41,150"
07/30/2024,"13,700","18,400","28,300","28,450","36,000","58,900","27,300","51,600","36,700","41,800"
07/29/2024,"13,950","18,600","28,500","28,250","36,200","58,500","27,900","52,100","37,100","41,550"
07/26/2024,"14,100","17,900","28,800","28,300","36,000","57,700","28,000","51,700","37,750","41,750"
07/25/2024,"14,300","17,750","28,500","28,350","36,000","57,000","27,750","50,400","37,800","41,550"
07/24/2024,"14,300","17,800","28,100","28,300","36,000","58,200","27,500","50,700","37,850","42,000"
07/23/2024,"13,500","17,200","27,200","27,500","35,500","57,800","26,500","49,050","37,850","41,100"
07/22/2024,"13,850","18,000","28,850","27,700","36,100","59,400","26,900","52,700","37,900","41,000"
07/19/2024,"13,500","18,700","31,000","28,300","36,600","59,500","27,200","56,100","37,850","41,050"
07/18/2024,"14,100","19,450","31,700","28,900","36,800","60,000","27,450","57,200","37,450","42,300"
07/17/2024,"13,500","19,000","30,200","28,200","36,900","58,500","27,000","56,400","37,300","42,000"
07/16/2024,"13,950","20,400","31,700","29,650","37,800","60,100","28,300","60,100","37,900","44,000"
07/15/2024,"14,300","20,600","32,400","29,700","37,800","60,000","28,250","59,800","38,000","43,800"
07/12/2024,"14,550","20,500","31,400","30,150","38,000","61,200","28,600","58,600","38,500","43,000"
07/11/2024,"14,700","20,300","31,800","30,400","38,550","61,600","28,900","59,900","38,450","43,000"
07/10/2024,"14,450","20,450","31,900","29,600","37,900","61,900","28,800","59,900","38,250","42,950"
07/09/2024,"14,450","20,300","30,500","29,200","37,500","62,500","28,950","59,700","38,300","43,400"
